timestamp,drug_name,price_usd,vendor_id,ships_from,ships_to,product_rating,vendor_rating
1411852798862,cocaine,473.986891605,56,United Kingdom,United Kingdom,22,96
1411852798863,cocaine,98.24022027,5,Germany,Worldwide except Australia,12,94
1411852798866,cocaine,330.38654249999996,59,Netherlands,Worldwide,12,89
1411852798867,cocaine,228.62748741,70,Undeclared,Worldwide,16,90
1411852798867,cocaine,938.2977807,49,Netherlands,Worldwide,19,86
1411852798868,cocaine,62.773443074999996,70,Undeclared,Worldwide,18,90
1411852798868,cocaine,833.5533480525,48,Germany,Worldwide,14,89
1411852816504,cocaine,220.06520088,56,United Kingdom,United Kingdom,13,96
1411852816505,cocaine,1178.3785360425,67,Australia,Australia,16,95
1411852816505,cocaine,55.504939140000005,17,Netherlands,Worldwide,16,86
1411852816506,cocaine,24.1904028975,79,United Kingdom,United Kingdom,17,91
1411852816507,cocaine,506.2247650275,48,Germany,Worldwide,11,89
1411852816510,cocaine,192.759328245,71,Australia,Australia,16,98
1411852816511,cocaine,57.306795157500005,62,Australia,Australia,17,96
1411852816513,cocaine,457.0586466825,75,United Kingdom,European Union,7,92
1411852816514,cocaine,319.715017515,85,Australia,Australia,15,89
1411852816514,cocaine,213.597874395,81,United States,United States,12,92
1411852816515,cocaine,568.7840319525001,53,United Kingdom,Worldwide,15,95
1411852816515,cocaine,104.95424595000001,54,United Kingdom,Worldwide,16,92
1411852816515,cocaine,659.8929796725,69,United States,Worldwide,7,94
1411852816516,cocaine,0,86,Germany,Worldwide,7,91
1411852816516,cocaine,260.4853964775,62,Australia,Australia,15,96
1411852816517,cocaine,364.6797137175,87,United States,United States ,10,80
1411852816517,cocaine,114.61359031500001,88,United States,United States,9,90
1411852816517,cocaine,17.191998885,89,Undeclared,Worldwide,13,83
1411852816518,cocaine,69.4053678975,54,United Kingdom,Worldwide,12,92
1411852816518,cocaine,893.089954905,69,United States,Worldwide,9,94
1411852816519,cocaine,229.74794597250002,66,United States,United States,10,93
1411852816519,cocaine,363.42519675,70,Undeclared,Worldwide,13,90
1411852816519,cocaine,1278.8604666825,62,Australia,Australia,9,96
1411852816520,cocaine,104.40214743000001,77,Germany,Germany,13,94
1411852816520,cocaine,20.828233965,90,Undeclared,Worldwide,12,64
1411852833253,cocaine,908.9378001375,66,United States,United States,12,93
1411852833254,cocaine,644.9617290375,82,United States,United States,9,83
1411852833255,cocaine,60.791123819999996,80,Germany,Worldwide,9,85
1411852833255,cocaine,829.4768619975,60,United Kingdom,Worldwide,9,88
1411852833255,cocaine,882.1701442350001,5,Germany,Worldwide except Australia,10,94
1411852833256,cocaine,982.9570775775,48,Germany,Worldwide,8,89
1411852833256,cocaine,323.0018281725,91,Canada,Worldwide,9,77
1411852833257,cocaine,15.629306235,69,United States,Worldwide,7,94
1411852833257,cocaine,88.565011005,92,United States,United States,6,89
1411852833257,cocaine,403.02438377249996,93,United Kingdom,Worldwide,6,92
1411852833258,cocaine,750.197973585,73,United States,United States ,8,97
1411852833258,cocaine,79.29277019999999,94,Netherlands,Worldwide except Australia,6,83
1411852833259,cocaine,60.743925742500004,65,Canada,Worldwide,5,91
1411852833259,cocaine,114.61359031500001,95,Canada,Worldwide,9,69
1411852833259,cocaine,1573.33165194,71,Australia,Australia,6,98
1411852833260,cocaine,133.47616317,77,Germany,Germany,4,94
1411852833260,cocaine,181.1307531675,54,United Kingdom,Worldwide,8,92
1411852833260,cocaine,177.7451835075,50,United Kingdom,United Kingdom,3,94
1411852833261,cocaine,1180.8637726274999,69,United States,Worldwide,4,94
1411852833261,cocaine,713.6349318,49,Netherlands,Worldwide,8,86
1411852833262,cocaine,660.1959992625,75,United Kingdom,European Union,3,92
1411852833262,cocaine,379.944523875,78,Germany,Worldwide,7,91
